"Invalid FedEx XML code for type %s: %s","Kehtetu FedEx XML kood tüübile %s: %s"
"Invalid FedEx XML code type: %s","Kehtetu FedEx XML koodi tüüp: %s"
"Invalid UPS CGI code for type %s: %s","Kehtetu UPS CGI kood tüübile %s: %s"
"Invalid UPS CGI code type: %s","Kehtetu UPS CGI koodi tüüp: %s"
"Invalid USPS XML code for type %s: %s","Kehtetu USPS XML kood tüübile %s: %s"
"Invalid USPS XML code type: %s","Kehtetu USPS XML koodi tüüp: %s"
"Kilograms","Kilograms"
"Large","Suur"
"Letter","Kiri"
"Library","Raamatukogu"
"Machinable","Masin"
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Maksimaalne paki kaal (Palun konsulteerige oma vedajaga lähetus maksimumkaalu teemal)"
"Media Mail","Media Mail"
"Minimum order amount for free shipping","Vähim lubatud tellimus tasuta tarnimise jaoks"
"Next Afternoon","Järgmine pärastlõuna"
"Next Day Air","Next Day Air"
"Next Day Air Early AM","Next Day Air Early AM"
"Next Day Air Early AM Letter","Next Day Air Early AM Letter"
"Next Day Air Intra (Puerto Rico)","Next Day Air Intra (Puerto Rico)"
"Next Day Air Letter","Next Day Air Letter"
"Next Day Air Saver","Next Day Air Saver"
"Next Day Air Saver Letter","Next Day Air Saver Letter"
"No","Ei"
"Non-rectangular","Mitte-nelinurkne"
"Order","Tellimus"
"Origin of the shipment","Origin of the shipment"
"Oversize","Ülemõõduline"
"Package","Pakk"
"Package Description","Paki kirjeldus"
"Packaging","Pakend"
"Parcel","Pakk"
"Parcel Post","Paki post"
"Password","Salasõna"
"Pickup method","Pickup method"
"Please enter the package weight","Palun sisestage paki kaal"
"Please make sure to use only digits here. No dashes are allowed.","Please make sure to use only digits here. No dashes are allowed."
"Pounds","Pounds"
"Priority Mail","Priority Mail"
"Priority Overnight","Priority Overnight"
"Receiver","Saaja"
"Rectangular","Nelinurkne"
"Regular","Regulaarne"
"Regular Pickup","Regular Pickup"
"Request Courier","Taotle kullerit"
"Residential","Residential"
"Residential Delivery","Residential Delivery"
"Response is in the wrong format","Vastus on vales formaadis"
"Round","Round"
"Second Day Service","Teise päeva teenus"
"Sender","Saatja"
"Ship to Specific countries","Ship to Specific countries"
"Ship to applicable countries","Ship to applicable countries"
"Shipment Contains Hazardous Materials","Shipment Contains Hazardous Materials"
"Shipment Dutiable","Saadetis maksustatav"
"Shipment Duty Payment Type","Saadetise maksu tasumise tüüp"
"Shipment is not available.","Saadetis ei ole saadaval"
"Shipment picked up","Saadetis on üles korjatud"
"Shipment type","Shipment type"
"Shipper Number","Shipper Number"
"Shipping key","Shipping key"
"Shipping key (International)","Shipping key (International)"
"Show method if not applicable","Show method if not applicable"
"Size","Suurus"
"Sort order","Sort order"
"Standard Overnight","Standartne üleöö"
"Station","Jaam"
"Subtotal","Subtotal"
"Subtotal With Discount","Subtotal With Discount"
"There is no available method for selected shipping address.","Ei ole kohaldatavaid meetodeid valitud tarneaadressidele"
"Third Party","Kolmas osapool"
"Title","Nimi"
"To lower","To lower"
"To upper","To upper"
"Tracking XML URL","Jälgimise XML URL"
"UPS","UPS"
"UPS Expedited","UPS Expedited"
"UPS Express","UPS Express"
"UPS Express Box","UPS Express Box"
"UPS Express Early A.M.","UPS Express Early A.M."
"UPS Express Plus","UPS Express Plus"
"UPS Ground","UPS Ground"
"UPS Letter Envelope","UPS Letter Envelope"
"UPS Next Day Air","UPS Next Day Air"
"UPS Next Day Air Early A.M.","UPS Next Day Air Early A.M."
"UPS Next Day Air Saver","UPS Next Day Air Saver"
"UPS Saver","UPS Saver"
"UPS Second Day Air","UPS Second Day Air"
"UPS Second Day Air A.M.","UPS Second Day Air A.M."
"UPS Standard","UPS Standard"
"UPS Three-Day Select","UPS Three-Day Select"
"UPS Today Dedicated Courrier","UPS Today Dedicated Courrier"
"UPS Today Express","UPS Today Express"
"UPS Today Express Saver","UPS Today Express Saver"
"UPS Today Intercity","UPS Today Intercity"
"UPS Today Standard","UPS Today Standard"
"UPS Tube","UPS Tube"
"UPS Worldwide 10 kilo","UPS Worldwide 10 kilo"
"UPS Worldwide 25 kilo","UPS Worldwide 25 kilo"
"UPS Worldwide Expedited","UPS Worldwide Expedited"
"UPS Worldwide Express","UPS Worldwide Express"
"UPS Worldwide Express Plus","UPS Worldwide Express Plus"
"UPS Worldwide Express PlusSM","UPS Worldwide Express PlusSM"
"UPS type","UPS type"
"USPS","USPS"
"Unable to retrieve tracking","Ei saa tõmmata jälgimist"
"United Parcel Service","United Parcel Service"
"United Parcel Service XML","United Parcel Service XML"
"Unknown error","Teadmata viga"
"Used only when 'Additional Protection Value' is set to 'Configuration'. Can contain only numeric amount.","Used only when 'Additional Protection Value' is set to 'Configuration'. Can contain only numeric amount."
"User ID","Kasutaja ID"
"UserId","UserId"
"Variable","Muutuv"
"Weight Unit","Kaaluühik"
"Worldwide Expedited","Worldwide Expedited"
"Worldwide Express","Worldwide Express"
"Worldwide Express Letter","Worldwide Express Letter"
"Worldwide Express Plus","Worldwide Express Plus"
"Worldwide Express Plus Letter","Worldwide Express Plus Letter"
"Worldwide Express Saver","Worldwide Express Saver"
"Yes","Jah"
"Your Packaging","Teie pakend"
